7.260792674599171448e+10 2.457610000000000072e-01
1.878476210362569094e+09 4.915210000000000412e-01
7.973783542428697348e+08 7.372819999999999929e-01
5.559889563585280180e+08 9.830430000000000001e-01
4.633634147515723705e+08 1.228799999999999892e+00
4.132012524482470155e+08 1.474559999999999871e+00
3.817013399593449235e+08 1.720319999999999849e+00
3.610802271033061743e+08 1.966089999999999893e+00
3.403919549159438014e+08 2.211850000000000094e+00
3.233979794712237716e+08 2.457610000000000294e+00
3.083074675359684825e+08 2.703370000000000051e+00
2.885633484388496876e+08 2.949130000000000251e+00
2.710744308516312242e+08 3.194890000000000008e+00
2.567190153962579072e+08 3.440650000000000208e+00
2.452739331003094912e+08 3.686409999999999965e+00
2.341136912978056967e+08 3.932170000000000165e+00
2.244484672818343043e+08 4.177929999999999922e+00
2.151148600804770887e+08 4.423689999999999678e+00
2.082773924987567067e+08 4.669449999999999434e+00
2.005300043750705123e+08 4.915210000000000079e+00
1.908240145040206909e+08 5.160969999999999835e+00
1.864398296651968062e+08 5.406729999999999592e+00
1.829953556840620935e+08 5.652489999999999348e+00
1.787710993837369084e+08 5.898260000000000502e+00
1.720457384455876946e+08 6.144020000000000259e+00
1.663209762391541898e+08 6.389780000000000015e+00
1.638554110218541026e+08 6.635539999999999772e+00
1.594905640979200006e+08 6.881300000000000416e+00
1.570129783591442108e+08 7.127060000000000173e+00
1.553420908263679147e+08 7.372819999999999929e+00
1.535886259603323936e+08 7.618579999999999686e+00
1.516010173216938078e+08 7.864340000000000330e+00
1.502967634602245092e+08 8.110100000000000975e+00
1.490113248498784006e+08 8.355859999999999843e+00
1.483365936816869974e+08 8.601620000000000488e+00
1.473054204285098016e+08 8.847379999999999356e+00
1.471666588389939070e+08 9.093140000000000001e+00
1.468517668990595937e+08 9.338899999999998869e+00
1.470984540956530869e+08 9.584670000000000911e+00
1.466560374028004110e+08 9.830429999999999779e+00
1.468324291366896033e+08 1.007620000000000005e+01
1.472359089706762135e+08 1.032189999999999941e+01
1.473493223175255954e+08 1.056770000000000032e+01
1.474311158425450027e+08 1.081349999999999945e+01
1.458958540340659916e+08 1.105920000000000059e+01
1.473339043509787917e+08 1.130499999999999972e+01
1.468107394227589965e+08 1.155079999999999885e+01
1.488845840891206861e+08 1.179649999999999999e+01
1.503012059270414114e+08 1.204229999999999912e+01
1.494655009770531058e+08 1.228800000000000026e+01
1.483219596736569107e+08 1.253379999999999939e+01
1.485921656481798887e+08 1.277960000000000029e+01
1.484774457640298009e+08 1.302529999999999966e+01
1.492117580541234016e+08 1.327110000000000056e+01
1.503636617400322855e+08 1.351679999999999993e+01
1.497772571350066960e+08 1.376260000000000083e+01
1.503955430176055133e+08 1.400839999999999996e+01
1.497114042961249053e+08 1.425410000000000110e+01
1.491077524125845134e+08 1.449990000000000023e+01
1.497364911543237865e+08 1.474559999999999960e+01
1.489020926793324053e+08 1.499140000000000050e+01
1.498548695916329026e+08 1.523720000000000141e+01
1.482785805137020051e+08 1.548289999999999900e+01
1.489611513046916127e+08 1.572869999999999990e+01
1.495877992926756144e+08 1.597439999999999927e+01
1.507485879029972851e+08 1.622020000000000195e+01
1.498357931873137951e+08 1.646600000000000108e+01
1.480844188494937122e+08 1.671170000000000044e+01
1.464451512594169080e+08 1.695749999999999957e+01
1.442555414416821003e+08 1.720320000000000249e+01
1.440987487357547879e+08 1.744900000000000162e+01
1.443668642082299888e+08 1.769480000000000075e+01
1.436756697738708854e+08 1.794050000000000011e+01
1.420006013663417101e+08 1.818629999999999924e+01
1.424895331563912034e+08 1.843199999999999861e+01
1.419088775826478004e+08 1.867779999999999774e+01
1.416987753506791890e+08 1.892359999999999687e+01
1.420638410359202027e+08 1.916929999999999978e+01
1.423450225647512972e+08 1.941509999999999891e+01
